address,currency,price,expenses,size,bedrooms,bathrooms,listing_url,website,url,description,timestamp
"Guatemala al 5100
                ",$,4500000,100000,178,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-5-ambientes--14726418,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-13,"Alquiler piso espectacular "" torre bella "" ... Nuevo icono en  palermo soho ... Guatemala entre godoy cruz y oro ... Piso alto a estrenar ... 


Se entregara con:
- equipos de aires instalados&nbsp;
- pisos colocados
- instalaciones
- interiores de placares
- sin muebles ... Se alquila vacio
- cortinas roller black outs y",2024-01-12T16:31:11.533396
"Guatemala al 5100
                ",$,4500000,100000,178,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-5-ambientes--14726420,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-13,"Alquiler piso espectacular "" torre bella "" ... Nuevo icono en  palermo soho ... Guatemala entre godoy cruz y oro ... Piso alto a estrenar ... 


Se entregara con:
- equipos de aires instalados&nbsp;
- pisos colocados
- instalaciones
- interiores de placares
- sin muebles ... Se alquila vacio
- cortinas roller black outs y",2024-01-12T16:31:11.535173
"Guatemala al 5100
                ",$,4500000,100000,178,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-5-ambientes--14726419,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-13,"Alquiler piso espectacular "" torre bella "" ... Nuevo icono en  palermo soho ... Guatemala entre godoy cruz y oro ... Piso alto a estrenar ... 


Se entregara con:
- equipos de aires instalados&nbsp;
- pisos colocados
- instalaciones
- interiores de placares
- sin muebles ... Se alquila vacio
- cortinas roller black outs y",2024-01-12T16:31:11.536975
"Guatemala al 5100
                ",$,3600000,100000,178,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-5-ambientes--14726422,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"En venta o alquiler piso espectacular "" torre bella "" ... Nuevo icono en  palermo soho ... Guatemala entre godoy cruz y oro ... Unidad piso bajo a estrenar ... 


Si es para alquiler, la unidad se entregará con:
- equipos de aires instalados&nbsp;
- pisos colocados
- instalaciones
- interiores de placares
-",2024-01-12T16:31:16.557571
"Guatemala al 5100
                ",$,3600000,100000,178,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-5-ambientes--14726423,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"En venta o alquiler piso espectacular "" torre bella "" ... Nuevo icono en  palermo soho ... Guatemala entre godoy cruz y oro ... Unidad piso bajo a estrenar ... 


Si es para alquiler, la unidad se entregará con:
- equipos de aires instalados&nbsp;
- pisos colocados
- instalaciones
- interiores de placares
-",2024-01-12T16:31:16.559420
"Beruti al 2700  A RECICLAR 4 AMBIENTES CON COCHERA - PISO BAJO - 2 BALCONES
                ",$,1200000,N/A,150,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--14727598,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Beruti al 2700 esq anchorena
4 ambientes
150 m2",2024-01-12T16:31:16.561077
"LIBERTAD 1300
                ",$,3500000,N/A,N/A,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14731215,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Espectacular departamento ubicado en un edificio racionalista de gran categoría con la mejor vista a plaza carlos pellegrini en buenos aires. Cuenta con palier privado, hall, living con balcón terraza de 3x2, comedor, toilette, pisos de roble de eslavonia, 3 dormitorios (1 en suite con vestidor), 2 baños (uno con ante baño y doble bacha), cocina, lavadero, dependencias de servicio, baulera y 1",2024-01-12T16:31:16.562737
"Departamento en alquiler en Palermo Chico - Planta Baja
                ",USD,5000,N/A,224,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-5-ambientes--14731791,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Departamento en planta baja con patio y quincho con parrilla. Refaccionado en el año 2008. Doble circulación, principal y de servicio.&Nbsp;


agente a cargo: clara scuderi&nbsp; whastsapp: 11 ********&nbsp;


ubicado sobre libertador esquina con ortiz de ocampo. Cerca del jardin japonés,&nbsp; del ecoparque (antiguo zoologico), y en zona de embajadas. Cercano",2024-01-12T16:31:16.564441
"Costa Rica al 3900
                ",USD,1800,140000,88,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-viejo-4-ambientes--14732435,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Precio 1.800 por mes. Se alquila mínimo por 6 meses.
Hermoso departamento en townhouse costa rica. Seguridad 24 hs. Amenities.

Orientación norte, dos balcones llenos de sol.
Tres dormitorios, el principal en suite. Los otros dos comparten un baño completo.
Toilette.
Gran cocina con comedor diario.&Nbsp;
lavadero.
Dependencia de servicio con su baño",2024-01-12T16:31:16.566201
"Costa Rica al 3900
                ",USD,1800,140000,88,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-viejo-4-ambientes--14732434,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Precio 1.800 por mes. Se alquila mínimo por 6 meses.
Hermoso departamento en townhouse costa rica. Seguridad 24 hs. Amenities.

Orientación norte, dos balcones llenos de sol.
Tres dormitorios, el principal en suite. Los otros dos comparten un baño completo.
Toilette.
Gran cocina con comedor diario.&Nbsp;
lavadero.
Dependencia de servicio con su baño",2024-01-12T16:31:16.567977
"Av Del Libertador al 5000
                ",$,2300000,200000,165,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--14732960,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Alquiler departamento de categoría 4 ambientes con cochera en palermo
ubicado en una de las zonas mas lindas de bs. As.
Sobre av. Del libertado al 5000 entre calles federico lacroze y olleros


características de la propiedad:
* living amplio con balcón al frente&nbsp;
* 3 dormitorios (dos de ellos con baño en suite)
* sala escritorio-oficina
* toilette de recepción
* cocina completa",2024-01-12T16:31:16.570142
"Av Del Libertador al 5000
                ",$,2300000,200000,165,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--14732961,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Alquiler departamento de categoría 4 ambientes con cochera en palermo
ubicado en una de las zonas mas lindas de bs. As.
Sobre av. Del libertado al 5000 entre calles federico lacroze y olleros


características de la propiedad:
* living amplio con balcón al frente&nbsp;
* 3 dormitorios (dos de ellos con baño en suite)
* sala escritorio-oficina
* toilette de recepción
* cocina completa",2024-01-12T16:31:16.571872
"Avenida Luis María Campos 1300
                ",,,N/A,155,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--14531219,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Alquiler de hermoso departamento en velvet casa campos, super luminoso y con vista abierta espectacular!
El departamento es a estrenar y se encuentra en una ubicación increíble a 2 cuadras de av. Libertador, una de lacroze y estaciones de subte y de tren y esta en el área mas verde de belgrano.
Cuenta con  3 dormitorios, dependencia  de servicio, 2 cocheras y baulera.
Full amenities.
Dormitorio en",2024-01-12T16:31:16.573597
"Aráoz 2300
                ",USD,1300,N/A,74,3,N/A,https://www.argenprop.com/casa-en-alquiler-en-palermo-4-ambientes--14745886,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Alquiler - palermo - consultorio - oficina- actualmente equipado para consultorio odontológico- ver tour virtual- excelente ubicación, punto estratégico y próximo a la estación de subte linea d - actualmente equipado en función de las necesidades de profesionales y pacientes. Son 3 consultorios- 4 ambientes con balcón- luminoso-  departamento apto profesional- ubicado a una cuadra de las avenidas",2024-01-12T16:31:16.575321
"Migueletes 800
                ",USD,3000,N/A,128,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--12820389,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"La imprenta en las cañitas
broker cecilia ********

excelente de 4 ambientes con dependencia.
Amplio living comedor en con salida a balcón corrido y vista a la piscina.
Hall y toilette de recepción. 
3 dormitorios en suite, el principal con vestidor.
Cocina y lavadero independiente.
Habitación de servicio.
El valor incluye cochera y baulera

full amenities: piscina cubierta climatizada, sauna,",2024-01-12T16:31:16.576992
"Santa Fe al 3300
                ",$,1500000,N/A,100,3,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--14748473,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Alquiler temporario o intermedio - sin muebles!&Nbsp;
departamento de 4 ambientes, con dos baños completos, living-comedor, cocina, lavadero y dependencia de servicio con baño. 
Espacio guardacoche con garajista&nbsp;y baulera, incluidos en el precio.&Nbsp;
inmueble reciclado y listo para ser re estrenado!! 

Apto profesional!&Nbsp;

cómoda ubicación dentro de",2024-01-12T16:31:16.578643
"Av Virrey Vertiz al 1700
                ",USD,3500,N/A,162,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-barrancas-4-ambientes--14750920,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Excelente departamento de 4 ambientes en alquiler en barrancas de belgrano.

Superficie cubierta 162 m2. Superficie semicubierta 46 m2.

Excelente ubicación, frente a plaza barrancas de belgrano, av. Virrey vértiz esquina la pampa.

Palier privado. Hall de recepción. Amplio living comedor en forma de l. Balcón frente a la plaza de barrancas de belgrano. Cocina con comedor",2024-01-12T16:31:16.580372
"Departamento en  alquiler en Recoleta - Posadas al 1400
                ",$,1600000,208238,178,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14758109,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Consultar precio


departamento en  alquiler en recoleta - posadas al 1400
precio a consultar
seguridad 24hs totem prosegur
características:&nbsp;
-4 ambientes, 3 dormitorios
-dormitorio principal en suite
-2 baños y 1 toilette
-amplio living comedor y escritorio
-cocina completa
-dependencia de servicio y lavadero
-balcón
-cochera
-aire",2024-01-12T16:31:16.582098
"Roosevelt al 1900
                ",USD,2000,N/A,120,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--14758478,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Muy buen departamento en alquiler de 4 ambientes, belgrano.

Excelente ubicación, sobre calle tranquila, a media cuadra de la plaza alberti.

Superficie cubierta 120 m2. Superficie semicubierta 8 m2.

Living comedor. Balcón al frente. Cocina. Toilette de recepción.

Dormitorio en suite y con balcón.

2 dormitorios que comparten un baño completo.

Cochera semicubierta.

Lavadero.",2024-01-12T16:31:16.583807
"Av Quintana  y Parera Categoria Super Luminoso Sup 104 m2
                ",,,84000,N/A,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14763817,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Excelente ubicacion en plena recoleta
edificio con jardin, sum y pileta para chicos.
 Palier privado.&Nbsp;super luminoso.
Hall. Living comedor. 3 dormitiorios
2 baños. Cocina. Lavadero incorporado.&Nbsp;dependencia&nbsp; de servicio
servicios centrales. Pisos de parquet.&Nbsp; vigilancia 24 hrs
terraza de uso común.
Martin llauro mat.",2024-01-12T16:31:16.585539
"Av Quintana  y Parera Categoria Super Luminoso Sup 104 m2
                ",,,84000,N/A,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14763816,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Excelente ubicacion en plena recoleta
edificio con jardin, sum y pileta para chicos.
 Palier privado.&Nbsp;super luminoso.
Hall. Living comedor. 3 dormitiorios
2 baños. Cocina. Lavadero incorporado.&Nbsp;dependencia&nbsp; de servicio
servicios centrales. Pisos de parquet.&Nbsp; vigilancia 24 hrs
terraza de uso común.
Martin llauro mat.",2024-01-12T16:31:16.587232
"Av Quintana  y Parera Categoria Super Luminoso Sup 104 m2
                ",,,84000,N/A,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14763818,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Excelente ubicacion en plena recoleta
edificio con jardin, sum y pileta para chicos.
 Palier privado.&Nbsp;super luminoso.
Hall. Living comedor. 3 dormitiorios
2 baños. Cocina. Lavadero incorporado.&Nbsp;dependencia&nbsp; de servicio
servicios centrales. Pisos de parquet.&Nbsp; vigilancia 24 hrs
terraza de uso común.
Martin llauro mat.",2024-01-12T16:31:16.588899
"Beruti  al 3200
                ",$,700000,45000,70,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-botanico-4-ambientes--14765069,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-14,"Luminoso departamento de 4 ambientes - contrafrente, segundo piso, vista a copa de arboles. Ubicacion inmejorable a media cuadra de alto palermo sobre berute.

Ideal para una familia tipo. Muy funcional con doble circulación.
Living / comedor - dormitorio principal y 2do dormitorio con salida al balconcomparten un banio completo.&Nbsp;acceso al dormitorio de servicio con baño o 3er dormitorio que",2024-01-12T16:31:16.590727
"PISO EN ALQUILER -  2 Cocheras Fijas - Alto  - Vista de 360º
                ",$,3000000,N/A,1,3,2,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--14770711,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Piso en alquiler - 2 cocheras fijas&nbsp;


1 suite + 2 dorm y 2 baños completos y toilette


escritorio y dep de serv


especial cuerpo diplomático

en una de las zonas más lindas de belgrano, zona de embajadas, rápida acceso a  pocos metros de av. Del libertador y av. Federico lacroze. Ideal para los que disfrutan las puestas del sol y de las",2024-01-12T16:31:22.339912
"PISO EN ALQUILER -  2 Cocheras Fijas - Alto  - Vista de 360º
                ",$,3000000,N/A,1,3,2,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--14770710,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Piso en alquiler - 2 cocheras fijas&nbsp;


1 suite + 2 dorm y 2 baños completos y toilette


escritorio y dep de serv


especial cuerpo diplomático

en una de las zonas más lindas de belgrano, zona de embajadas, rápida acceso a  pocos metros de av. Del libertador y av. Federico lacroze. Ideal para los que disfrutan las puestas del sol y de las",2024-01-12T16:31:22.341611
"PISO EN ALQUILER -  2 Cocheras Fijas - Alto  - Vista de 360º
                ",$,3000000,N/A,1,3,2,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--14770709,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Piso en alquiler - 2 cocheras fijas&nbsp;


1 suite + 2 dorm y 2 baños completos y toilette


escritorio y dep de serv


especial cuerpo diplomático

en una de las zonas más lindas de belgrano, zona de embajadas, rápida acceso a  pocos metros de av. Del libertador y av. Federico lacroze. Ideal para los que disfrutan las puestas del sol y de las",2024-01-12T16:31:22.343366
"Montevideo 1700, Piso 5
                ",$,1800000,200000,233,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14781408,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Alquiler departamento 4 ambientes en recoleta, capital federal            
            
            
        

excelente piso remodelado integramente a nuevo. Ubicado en la calle montevideo entre av. Alvear y quintana, la zona más exclusiva de recoleta, a metros de la av.Alvear, avenida donde se encuentran los principales hoteles de la ciudad. Consta de hall de recepcion que conduce al amplio",2024-01-12T16:31:22.345106
"MIGUELETES 800
                ",USD,3700,N/A,165,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-4-ambientes--14782453,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Torre de categoría en excelente ubicación - las cañitas (palermo) departamento de 4 ambientes en  calle migueletes 800 - excelente torre con amenities, cochera y vigilancia 24 hs - 
amplio living comedor - balcón - toilette - 3 dormitorios, el principal en suite - otro baño completo - cocina - lavadero -  persianas electricas con control remoto - cochera fija y cubierta - amenities: gym - piscina",2024-01-12T16:31:22.346861
"Ayacucho y Guido Edificio francés de categoria Sup 174 m2
                ",USD,2000,N/A,158,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-7-ambientes--14782700,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Edificio francés de categoría!&Nbsp;
piso de 174 m2 con balcón corrido al frente.
Palier privado. Hall, 4 ambientes al frente que se comunican por puertas de vidrio repartido (living doble, comedor y escritorio). 3 dormitorios. Toilette de recepción y 2 baños, uno compartimentado. Cocina. Dependencia y baño de servicio. Lavadero.
Pisos de roble, molduras y",2024-01-12T16:31:22.348490
"TAGLE AL 2500
                ",$,2600000,130000,187,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--14786759,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Departamento de 5 ambientes amoblado y equipado.&Nbsp;palier privado. Living comedor. Balcón corrido. Un toilette. Tres dormitorios, dos al contra frente. 2 baños completos, uno de ellos con bañadera hidromasaje. Cocina con comedor diario. Dependencia de servicio. Lavadero. Espacio guardacoches. Calefacción central por radiadores. Aires acondicionados en todos los ambientes. Baños y cocinas",2024-01-12T16:31:22.350246
"Austria al 2100
                ",$,1800,84000,145,3,2,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--14796450,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Excelente departamento en edificio de categoría en austria y french, piso 10, reciclado.
4 ambientes más dependencia con cochera y baulera.

Características del departamento:- palier privado- living comedor con balcón incorporado, gran ventanal- 3 habitaciones con placard y salida a balcon (1 en suite)- 2 baños completos- cocina con comedor diario- lavadero independiente- dependencia con baño-",2024-01-12T16:31:22.351958
"Austria al 2100
                ",$,1800,84000,145,3,2,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--14796449,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Excelente departamento en edificio de categoría en austria y french, piso 10, reciclado.
4 ambientes más dependencia con cochera y baulera.

Características del departamento:- palier privado- living comedor con balcón incorporado, gran ventanal- 3 habitaciones con placard y salida a balcon (1 en suite)- 2 baños completos- cocina con comedor diario- lavadero independiente- dependencia con baño-",2024-01-12T16:31:22.353634
"Av alvear al 1800
                ",,,91200,87,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--14799064,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Muy lindo departamento, todo sol y vista a esquina !
Todo refaccionado a nuevo, muy lindo !&Nbsp;
recepcion de living comedor + 3 dormitorios (dependencia de servicio con baño incorporada como 3 dormitorio)
actualente amoblado y equipado con electrodomesticos, tvs, heladera, lavarropas, etc. (Consultar )



        
        

/// superficies y valores  expresados son",2024-01-12T16:31:22.355394
"Av del Libertador 4500
                ",USD,1800,185000,189,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-5-ambientes--14821703,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Alquiler- piso-&nbsp; 5 ambientes - cochera- av. Del libertador - las cañitas. 


Disponble a partir de enero 2024
luminoso piso al frente en inmejorable ubicación frente al tattersall!
Living y comedor apaisado que abre a balcón corrido al frente, toillete de recepción. Dispone de tres grandes dormitorios uno de ellos en suite más un baño completo. Un playroom, 4o",2024-01-12T16:31:22.357123
"Humboldt al 2000
                ",USD,4500,N/A,154,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-4-ambientes--14822799,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Espectacular departamento en alquiler de 4 ambientes  mas dependencia totalmente amoblado y equipado en torre mirabilia palermo.
El precio incluye expensas y abl.
Disponible a partir del 1 de febrero de 2024
piso altísimo.
Detalles de gran categoría.
Gran living comedor .
Un dormitorio en suite.
Mas dos dormitorios .

1",2024-01-12T16:31:22.358874
"Humboldt al 2000
                ",$,4500000,N/A,154,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-4-ambientes--14834441,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Espectacular departamento en alquiler de 4 ambientes  mas dependencia totalmente amoblado y equipado en torre mirabilia palermo.
El precio incluye expensas y abl.
Disponible a partir del 1 de febrero de 2024
piso altísimo.
Detalles de gran categoría.
Gran living comedor .
Un dormitorio en suite.
Mas dos dormitorios .

1",2024-01-12T16:31:22.360699
"Manuel Quintana  al 500
                ",USD,1900,300000,N/A,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--14835224,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Venta y alquiler
dúplex de 228 m2 en la mejor cuadra de la avenida quintana. En el piso 11: hall. Recepción apaisada con salida a balcón corrido. Gran escritorio al contrafrente. Toilette. Cocina amplia. Lavadero. Dependencia. En el piso 10: dormitorio en suite, segundo dormitorio y tercer dormitorio. Baño completo adicional.&Nbsp;
- porteros durante el día.

-",2024-01-12T16:31:22.362376
"3 de Febrero al 1800
                ",,,112000,N/A,3,3,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--14836403,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Hermoso departamento de 4 ambientes en 163,71 m2 totales en torre de categoría en belgrano sobre calle 3 de febrero entre sucre y la pampa.
149,26 m2 cubiertos.
14,45 m2 de balcón.
Total: 163,71 m2.
Todo el departamento es muy luminoso y con orientacion al este.
Ingreso principal y de servicio.
Palier privado.
Hall de ingreso.
Doble circulación.
Living comedor apaisado, gran placard vajillero",2024-01-12T16:31:22.364239
"San Martín de Tours 3100
                ",USD,3000,N/A,219,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-5-ambientes--13616532,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Alquiler.   Barrio parque.  Seguridad 24 horas.
San martin de tours y coronado. 

Alquiler mensual usd 3.000 mas gastos

tres dormitorios mas escritorio - dependencia de servicio - lavadero independiente
2 cocheras


excelente departamento en barrio parque  a 2 cuadras del shopping paseo alcorta. 
Entrada principal con palier privado 
hall de recepción.
Toilette y placard de recepción.
Comedor de",2024-01-12T16:31:22.365859
"Jerónimo Salguero 3000
                ",USD,5900,N/A,235,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-4-ambientes--14854731,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Torres gelly - palermo chico

alquiler semi piso 4 ambientes con dependencia de servicio / 2 balcones - piso 16 vista al rio.

Alquiler tradicional /  sin muebles ( plazo a convenir)
* departamento al frente de 3 dormitorios, todos en suite.
* Escritorio / playroom
* dependencia de servicio con baño y balcón.
* 2 cocheras
* baulera
 ideal para personal diplomático o corporativo


 impecable",2024-01-12T16:31:22.367494
"Figueroa Alcorta al 3000
                ",,,260000,N/A,3,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-4-ambientes--14727749,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Si estás buscando un departamento de 4 ambientes para alquilar, este es el tuyo! Semipiso al contrafrente en la zona mas linda de buenos aires.
Info
- 150 mts2 totales- 3 dormitorios con placares de piso a techo
- 1 baño completo
- 1 toilette
- habitación de servicio c/ baño- ascensor con palier privado- ascensor de servicio- placard de recepción- alacenas y",2024-01-12T16:31:22.369147
"Av Callao y Pacheco de Melo
                ",USD,3800,N/A,240,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-6-ambientes--13082373,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Edificio racionalista, esquina de av. Callao y pacheco de melo, una de las zonas mas distinguida de la ciudad.


Pallier privado, ingresando al hall de recepción, el cual nos invita el ingreso a un amplio living conectado al comedor principal,
ambos de amplias dimensiones y con una iluminación natural maravillosa, con vistas a la distinguida avenida",2024-01-12T16:31:22.370910
"AV SANTA FE y SALGUERO 3DORMIT 75Mts AMOBLADO
                ",USD,1400,N/A,65,3,2,https://www.argenprop.com/departamento-en-alquiler-en-botanico-5-ambientes--12039339,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-15,"Av santa fe y salguero&nbsp; 3 dormitorios y cochera -amoblado
zona ;&nbsp; botanico y shopping alto palermo todos los transportes
colectivos y subte ( estación bulnes)
cocina con lavadero, amplio living, 3 dormitorios, 2 baños.
 Excelente distribución, todos los ambientes con amplias ventanas. 
Grandes espacios de guardado. En la zona mas practica para moverse, todo a mano. 
Contra frente con",2024-01-12T16:31:22.372639
"AV SANTA FE y SALGUERO 3DORMIT 75Mts AMOBLADO
                ",USD,1400,N/A,65,3,2,https://www.argenprop.com/departamento-en-alquiler-en-botanico-5-ambientes--12039332,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-16,"Av santa fe y salguero&nbsp; 3 dormitorios y cochera -amoblado
zona ;&nbsp; botanico y shopping alto palermo todos los transportes
colectivos y subte ( estación bulnes)
cocina con lavadero, amplio living, 3 dormitorios, 2 baños.
 Excelente distribución, todos los ambientes con amplias ventanas. 
Grandes espacios de guardado. En la zona mas practica para moverse, todo a mano. 
Contra frente con",2024-01-12T16:31:27.588040
